refArea,Percentage of Women,Percentage of Men,Percentage of Eldelry - 65 or more years ,Observation URI,references,publisher,Percentage of Youth - 15-24 years,Average family size - 1 to 3 members,Town,Average family size - 4 to 6 members,Average family size - 7 or more members ,dataset
https://dbpedia.org/resource/Beqaa_Governorate,7e+01,3.5e+01,4e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rafid+Rachaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2.5e+01,0,Rafid Rachaya,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,6e+01,4e+01,1.2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rahbeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,1,Rahbeh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Baalbek-Hermel_Governorate,5e+01,5e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Ram,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Ram,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Ramlieh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Ramlieh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,6e+01,4e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Ramyet+Bent+Jbeil,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,5e+01,0,Ramyet Bent Jbeil,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Baalbek-Hermel_Governorate,5e+01,5e+01,1.8e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Ras+Baalbek+Ech-Charqi,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Ras Baalbek Ech-Charqi,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,4e+01,6e+01,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Ras+El+Matn,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,0,Ras El Matn,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,4.9e+01,5.1e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Ras+El-Href,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.5e+01,0,Ras El-Href,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5e+01,5e+01,4e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Ras+Kifa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.8e+01,0,Ras Kifa,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,6e+01,4e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Ras+Masqa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.5e+01,0,Ras Masqa,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5e+01,5e+01,8e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rasha,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+00,0,Rasha,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5.2e+01,4.8e+01,5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rashana,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,5e+01,1,Rashana,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Beqaa_Governorate,6e+01,4e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rawda+Bekaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,5e+01,0,Rawda Bekaa,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,6e+01,4e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rawda+Village,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.5e+01,0,Rawda Village,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5e+01,5e+01,3.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rayfoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3.5e+01,0,Rayfoun,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5e+01,4.5e+01,2.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rechdibbine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Rechdibbine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,4e+01,6e+01,7e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Richmaiya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+00,0,Richmaiya,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,4e+01,6e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rihan+Jezzine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,5e+01,0,Rihan Jezzine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5.5e+01,4.5e+01,7e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rihana,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,5e+00,0,Rihana,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,4e+01,6e+01,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rihaniyet+Aakkar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3.5e+01,0,Rihaniyet Aakkar,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/North_Governorate,5e+01,5e+01,8e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rihaniyet+Minie,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,0,Rihaniyet Minie,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,6e+01,4e+01,6e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rijmeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Rijmeh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,6e+01,4e+01,7e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rimat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Rimat,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,6e+01,4e+01,4e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rimhala,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Rimhala,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,4.9e+01,5.1e+01,1.9e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rmadiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,0,Rmadiyeh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rmaich,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Rmaich,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5e+01,5e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rmeilet+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.5e+01,0,Rmeilet Ech-Chouf,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5.5e+01,4.5e+01,8e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Rouayssrt+El-Ballout,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2.5e+01,0,Rouayssrt El-Ballout,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,5.5e+01,4.5e+01,2.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Roum,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2.5e+01,0,Roum,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5.5e+01,4.5e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Roumieh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Roumieh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,6e+01,4e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Roumine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,5e+01,0,Roumine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,6e+01,4e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Saadine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Saadine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Beqaa_Governorate,5e+01,5e+01,4e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Saadnayel,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Saadnayel,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Baalbek-Hermel_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Saaideh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Saaideh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,5e+01,5e+01,7e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sabbah,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.6e+01,0,Sabbah,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sadiqine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Sadiqine,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/South_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Safad+Al-Battikh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Safad Al-Battikh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Mount_Lebanon_Governorate,5e+01,5e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Safra+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2.3e+01,0,Safra Kesrouane,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Beqaa_Governorate,4e+01,6e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Saghbine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Saghbine,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/resource/Akkar_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sahle,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Sahle,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,5.1e+01,4.9e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Saida,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Saida,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,4.5e+01,5.5e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Saksakiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,5e+01,0,Saksakiyeh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,6e+01,4e+01,5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Salhiyet+Saida,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.5e+01,0,Salhiyet Saida,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Baabda_District,5e+01,5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Salima+Baabda,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4.5e+01,0,Salima Baabda,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,5.5e+01,4.5e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sammaqiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3.5e+01,0,Sammaqiyeh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/page/South_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sanaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Sanaya,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Marjeyoun_District,5e+01,5e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Saouanet+Marjayoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Saouanet Marjayoun,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Aley_District,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Saoufar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Saoufar,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Sidon_District,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sarafand,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Sarafand,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Nabatieh_Governorate,5e+01,5e+01,1.8e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sarba+En-Nabatieh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Sarba En-Nabatieh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Byblos_District,5e+01,5e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sariita,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Sariita,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,6e+01,4e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sarin+Fawqa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3.5e+01,0,Sarin Fawqa,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,4e+01,6e+01,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sayssouq,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Sayssouq,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,5e+01,5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sebaal+Zgharta,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,1,Sebaal Zgharta,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Hermel_District,5.2e+01,4.8e+01,1.8e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sehjoud,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2.5e+01,0,Sehjoud,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Tyre_District,5e+01,5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Selaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Selaa,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Batroun_District,5.2e+01,4.8e+01,1.7e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Selaata,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2e+01,0,Selaata,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Aley_District,5.5e+01,4.5e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Selfaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Selfaya,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Semqaniyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Semqaniyeh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Zgharta_District,6e+01,4e+01,4e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Seraal,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Seraal,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/page/Baalbek-Hermel_Governorate,4e+01,6e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Serraaine+Et-Tahta,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,7e+01,0,Serraaine Et-Tahta,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/page/South_Governorate,5.2e+01,4.8e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sfaray,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2.5e+01,0,Sfaray,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,5e+01,5e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sfaynet+El-Qaitaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2.5e+01,0,Sfaynet El-Qaitaa,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,4.5e+01,5.5e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sfinet+Ed-Draib,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Sfinet Ed-Draib,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,5e+01,5e+01,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sfireh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Sfireh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Hermel_District,4.3e+01,4.5e+01,3.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Shawagheer+El-Faouqa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Shawagheer El-Faouqa,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Keserwan_District,4e+01,6e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Shayleh+Kesrouane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Shayleh Kesrouane,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,6e+01,4e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sibline,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,4e+01,0,Sibline,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,0e+00,0e+00,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sindianet+Zeidane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Sindianet Zeidane,0,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sini,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Sini,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Matn_District,4.9e+01,5.1e+01,1e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sinn+El-Fil,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.7e+01,0,Sinn El-Fil,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/MiniyehâDanniyeh_District,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sir+Ed-Danniyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Sir Ed-Danniyeh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/page/Nabatieh_Governorate,5.5e+01,4.5e+01,1e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sir+El-Gharbiyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,3e+01,0,Sir El-Gharbiyeh,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Aley_District,5e+01,5e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sirhmoul,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1.5e+01,0,Sirhmoul,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/page/Mount_Lebanon_Governorate,5.5e+01,4.5e+01,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sirjbal,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Sirjbal,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Western_Beqaa_District,5.2e+01,4.8e+01,5e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Sohmor,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,0,Sohmor,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Western_Beqaa_District,5.5e+01,4.5e+01,1.5e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Soltan+Yacoub+el+Aradi,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,0,Soltan Yacoub el Aradi,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Western_Beqaa_District,5e+01,5e+01,3e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Souairi,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1e+01,0,Souairi,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
https://dbpedia.org/page/Akkar_Governorate,6e+01,4e+01,2e+01,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Souaisset+Aakkar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,2.5e+01,0,Souaisset Aakkar,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
http://dbpedia.org/resource/Matn_District,0e+00,0e+00,0e+00,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Demography-Soufaileh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0e+00,0,Soufaileh,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Demography-Lebanon-2023
